date,region_id,product_id,demand
2023-08-02,R1,PRD1,1120.0
2023-08-03,R1,PRD1,908.0
2023-08-04,R1,PRD1,1457.0
2023-08-05,R1,PRD1,1017.0
2023-08-06,R1,PRD1,1177.0
2023-08-07,R1,PRD1,1272.0
2023-08-08,R1,PRD1,1110.0
2023-08-09,R1,PRD1,1045.0
2023-08-10,R1,PRD1,1190.0
2023-08-11,R1,PRD1,1065.0
2023-08-12,R1,PRD1,1233.0
2023-08-13,R1,PRD1,1192.0
2023-08-14,R1,PRD1,1287.0
2023-08-15,R1,PRD1,1016.0
2023-08-16,R1,PRD1,900.0
2023-08-17,R1,PRD1,1015.0
2023-08-18,R1,PRD1,1189.0
2023-08-19,R1,PRD1,873.0
2023-08-20,R1,PRD1,1283.0
2023-08-21,R1,PRD1,1130.0
2023-08-22,R1,PRD1,1158.0
2023-08-23,R1,PRD1,880.0
2023-08-24,R1,PRD1,1091.0
2023-08-25,R1,PRD1,921.0
2023-08-26,R1,PRD1,835.0
2023-08-27,R1,PRD1,1342.0
2023-08-28,R1,PRD1,1017.0
2023-08-29,R1,PRD1,780.0
2023-08-30,R1,PRD1,892.0
2023-08-31,R1,PRD1,853.0
2023-09-01,R1,PRD1,1101.0
2023-09-02,R1,PRD1,1236.0
2023-09-03,R1,PRD1,1180.0
2023-09-04,R1,PRD1,983.0
2023-09-05,R1,PRD1,1014.0
2023-09-06,R1,PRD1,892.0
2023-09-07,R1,PRD1,945.0
2023-09-08,R1,PRD1,844.0
2023-09-09,R1,PRD1,1034.0
2023-09-10,R1,PRD1,1212.0
2023-09-11,R1,PRD1,1255.0
2023-09-12,R1,PRD1,1088.0
2023-09-13,R1,PRD1,864.0
2023-09-14,R1,PRD1,783.0
2023-09-15,R1,PRD1,1004.0
2023-09-16,R1,PRD1,920.0
2023-09-17,R1,PRD1,1011.0
2023-09-18,R1,PRD1,1276.0
2023-09-19,R1,PRD1,997.0
2023-09-20,R1,PRD1,793.0
2023-09-21,R1,PRD1,954.0
2023-09-22,R1,PRD1,1115.0
2023-09-23,R1,PRD1,998.0
2023-09-24,R1,PRD1,1054.0
2023-09-25,R1,PRD1,981.0
2023-09-26,R1,PRD1,1067.0
2023-09-27,R1,PRD1,969.0
2023-09-28,R1,PRD1,1026.0
2023-09-29,R1,PRD1,1071.0
2023-09-30,R1,PRD1,829.0
2023-10-01,R1,PRD1,1147.0
2023-10-02,R1,PRD1,908.0
2023-10-03,R1,PRD1,861.0
2023-10-04,R1,PRD1,857.0
2023-10-05,R1,PRD1,949.0
2023-10-06,R1,PRD1,810.0
2023-10-07,R1,PRD1,735.0
2023-10-08,R1,PRD1,1136.0
2023-10-09,R1,PRD1,1422.0
2023-10-10,R1,PRD1,907.0
2023-10-11,R1,PRD1,844.0
2023-10-12,R1,PRD1,1085.0
2023-10-13,R1,PRD1,1020.0
2023-10-14,R1,PRD1,1093.0
2023-10-15,R1,PRD1,1181.0
2023-10-16,R1,PRD1,1102.0
2023-10-17,R1,PRD1,787.0
2023-10-18,R1,PRD1,662.0
2023-10-19,R1,PRD1,1109.0
2023-10-20,R1,PRD1,976.0
2023-10-21,R1,PRD1,1092.0
2023-10-22,R1,PRD1,1124.0
2023-10-23,R1,PRD1,1191.0
2023-10-24,R1,PRD1,1310.0
2023-10-25,R1,PRD1,933.0
2023-10-26,R1,PRD1,782.0
2023-10-27,R1,PRD1,950.0
2023-10-28,R1,PRD1,1246.0
2023-10-29,R1,PRD1,1078.0
2023-10-30,R1,PRD1,1223.0
2023-10-31,R1,PRD1,660.0
2023-11-01,R1,PRD1,848.0
2023-11-02,R1,PRD1,970.0
2023-11-03,R1,PRD1,1166.0
2023-11-04,R1,PRD1,1012.0
2023-11-05,R1,PRD1,980.0
2023-11-06,R1,PRD1,1097.0
2023-11-07,R1,PRD1,850.0
2023-11-08,R1,PRD1,883.0
2023-11-09,R1,PRD1,906.0
2023-11-10,R1,PRD1,836.0
2023-11-11,R1,PRD1,1268.0
2023-11-12,R1,PRD1,1200.0
2023-11-13,R1,PRD1,1316.0
2023-11-14,R1,PRD1,781.0
2023-11-15,R1,PRD1,790.0
2023-11-16,R1,PRD1,1007.0
2023-11-17,R1,PRD1,940.0
2023-11-18,R1,PRD1,1171.0
2023-11-19,R1,PRD1,1261.0
2023-11-20,R1,PRD1,1227.0
2023-11-21,R1,PRD1,977.0
2023-11-22,R1,PRD1,983.0
2023-11-23,R1,PRD1,859.0
2023-11-24,R1,PRD1,1179.0
2023-11-25,R1,PRD1,1219.0
2023-11-26,R1,PRD1,1327.0
2023-11-27,R1,PRD1,1602.0
2023-11-28,R1,PRD1,956.0
2023-11-29,R1,PRD1,1189.0
2023-11-30,R1,PRD1,635.0
2023-12-01,R1,PRD1,839.0
2023-12-02,R1,PRD1,1109.0
2023-12-03,R1,PRD1,1191.0
2023-12-04,R1,PRD1,1322.0
2023-12-05,R1,PRD1,1190.0
2023-12-06,R1,PRD1,999.0
2023-12-07,R1,PRD1,1019.0
2023-12-08,R1,PRD1,1241.0
2023-12-09,R1,PRD1,1444.0
2023-12-10,R1,PRD1,1222.0
2023-12-11,R1,PRD1,1293.0
2023-12-12,R1,PRD1,1184.0
2023-12-13,R1,PRD1,1141.0
2023-12-14,R1,PRD1,973.0
2023-12-15,R1,PRD1,1201.0
2023-12-16,R1,PRD1,1384.0
2023-12-17,R1,PRD1,1362.0
2023-12-18,R1,PRD1,1294.0
2023-12-19,R1,PRD1,1253.0
2023-12-20,R1,PRD1,1097.0
2023-12-21,R1,PRD1,1190.0
2023-12-22,R1,PRD1,1114.0
2023-12-23,R1,PRD1,1384.0
2023-12-24,R1,PRD1,1483.0
2023-12-25,R1,PRD1,1561.0
2023-12-26,R1,PRD1,1157.0
2023-12-27,R1,PRD1,1190.0
2023-12-28,R1,PRD1,1199.0
2023-12-29,R1,PRD1,1535.0
2023-12-30,R1,PRD1,1348.0
2023-12-31,R1,PRD1,1481.0
2024-01-01,R1,PRD1,1373.0
2024-01-02,R1,PRD1,1104.0
2024-01-03,R1,PRD1,1444.0
2024-01-04,R1,PRD1,1035.0
2024-01-05,R1,PRD1,1243.0
2024-01-06,R1,PRD1,1723.0
2024-01-07,R1,PRD1,1387.0
2024-01-08,R1,PRD1,1661.0
2024-01-09,R1,PRD1,1187.0
2024-01-10,R1,PRD1,1415.0
2024-01-11,R1,PRD1,949.0
2024-01-12,R1,PRD1,1161.0
2024-01-13,R1,PRD1,1519.0
2024-01-14,R1,PRD1,1819.0
2024-01-15,R1,PRD1,1605.0
2024-01-16,R1,PRD1,1383.0
2024-01-17,R1,PRD1,1471.0
2024-01-18,R1,PRD1,1588.0
2024-01-19,R1,PRD1,1542.0
2024-01-20,R1,PRD1,1561.0
2024-01-21,R1,PRD1,1682.0
2024-01-22,R1,PRD1,1484.0
2024-01-23,R1,PRD1,1489.0
2024-01-24,R1,PRD1,1100.0
2024-01-25,R1,PRD1,1407.0
2024-01-26,R1,PRD1,1771.0
2024-01-27,R1,PRD1,1796.0
2024-01-28,R1,PRD1,1727.0
2024-01-29,R1,PRD1,1784.0
2024-01-30,R1,PRD1,1742.0
2024-01-31,R1,PRD1,1581.0
2024-02-01,R1,PRD1,1231.0
2024-02-02,R1,PRD1,1607.0
2024-02-03,R1,PRD1,1723.0
2024-02-04,R1,PRD1,1953.0
2024-02-05,R1,PRD1,1810.0
2024-02-06,R1,PRD1,1232.0
2024-02-07,R1,PRD1,1352.0
2024-02-08,R1,PRD1,1432.0
2024-02-09,R1,PRD1,1378.0
2024-02-10,R1,PRD1,1869.0
2024-02-11,R1,PRD1,1677.0
2024-02-12,R1,PRD1,1690.0
2024-02-13,R1,PRD1,1782.0
2024-02-14,R1,PRD1,1311.0
2024-02-15,R1,PRD1,1517.0
2024-02-16,R1,PRD1,1369.0
2024-02-17,R1,PRD1,2116.0
2024-02-18,R1,PRD1,1886.0
2024-02-19,R1,PRD1,1852.0
2024-02-20,R1,PRD1,1655.0
2024-02-21,R1,PRD1,1546.0
2024-02-22,R1,PRD1,1256.0
2024-02-23,R1,PRD1,1642.0
2024-02-24,R1,PRD1,1772.0
2024-02-25,R1,PRD1,1731.0
2024-02-26,R1,PRD1,2009.0
2024-02-27,R1,PRD1,1610.0
2024-02-28,R1,PRD1,1521.0
2024-02-29,R1,PRD1,1516.0
2024-03-01,R1,PRD1,1624.0
2024-03-02,R1,PRD1,2166.0
2024-03-03,R1,PRD1,1989.0
2024-03-04,R1,PRD1,1686.0
2024-03-05,R1,PRD1,1628.0
2024-03-06,R1,PRD1,1578.0
2024-03-07,R1,PRD1,1585.0
2024-03-08,R1,PRD1,1542.0
2024-03-09,R1,PRD1,2046.0
2024-03-10,R1,PRD1,1776.0
2024-03-11,R1,PRD1,2081.0
2024-03-12,R1,PRD1,1520.0
2024-03-13,R1,PRD1,1494.0
2024-03-14,R1,PRD1,1674.0
2024-03-15,R1,PRD1,1726.0
2024-03-16,R1,PRD1,2049.0
2024-03-17,R1,PRD1,2123.0
2024-03-18,R1,PRD1,2117.0
2024-03-19,R1,PRD1,1863.0
2024-03-20,R1,PRD1,1474.0
2024-03-21,R1,PRD1,4462.0
2024-03-22,R1,PRD1,5513.0
2024-03-23,R1,PRD1,1940.0
2024-03-24,R1,PRD1,2163.0
2024-03-25,R1,PRD1,1968.0
2024-03-26,R1,PRD1,1786.0
2024-03-27,R1,PRD1,1514.0
2024-03-28,R1,PRD1,1700.0
2024-03-29,R1,PRD1,1715.0
2024-03-30,R1,PRD1,1889.0
2024-03-31,R1,PRD1,2177.0
2024-04-01,R1,PRD1,1760.0
2024-04-02,R1,PRD1,1796.0
2024-04-03,R1,PRD1,1401.0
2024-04-04,R1,PRD1,1721.0
2024-04-05,R1,PRD1,1690.0
2024-04-06,R1,PRD1,1971.0
2024-04-07,R1,PRD1,2109.0
2024-04-08,R1,PRD1,1684.0
2024-04-09,R1,PRD1,1634.0
2024-04-10,R1,PRD1,1685.0
2024-04-11,R1,PRD1,1660.0
2024-04-12,R1,PRD1,1759.0
2024-04-13,R1,PRD1,1758.0
2024-04-14,R1,PRD1,2124.0
2024-04-15,R1,PRD1,2040.0
2024-04-16,R1,PRD1,1721.0
2024-04-17,R1,PRD1,1701.0
2024-04-18,R1,PRD1,1436.0
2024-04-19,R1,PRD1,1638.0
2024-04-20,R1,PRD1,1588.0
2024-04-21,R1,PRD1,2155.0
2024-04-22,R1,PRD1,1969.0
2024-04-23,R1,PRD1,5253.0
2024-04-24,R1,PRD1,1276.0
2024-04-25,R1,PRD1,1396.0
2024-04-26,R1,PRD1,1801.0
2024-04-27,R1,PRD1,1869.0
2024-04-28,R1,PRD1,1895.0
2024-04-29,R1,PRD1,1765.0
2024-04-30,R1,PRD1,1534.0
2024-05-01,R1,PRD1,1233.0
2024-05-02,R1,PRD1,1330.0
2024-05-03,R1,PRD1,1522.0
2024-05-04,R1,PRD1,1979.0
2024-05-05,R1,PRD1,1955.0
2024-05-06,R1,PRD1,1762.0
2024-05-07,R1,PRD1,1973.0
2024-05-08,R1,PRD1,1385.0
2024-05-09,R1,PRD1,1634.0
2024-05-10,R1,PRD1,1866.0
2024-05-11,R1,PRD1,1636.0
2024-05-12,R1,PRD1,1954.0
2024-05-13,R1,PRD1,1772.0
2024-05-14,R1,PRD1,1542.0
2024-05-15,R1,PRD1,1526.0
2024-05-16,R1,PRD1,1359.0
2024-05-17,R1,PRD1,1542.0
2024-05-18,R1,PRD1,1793.0
2024-05-19,R1,PRD1,1853.0
2024-05-20,R1,PRD1,1643.0
2024-05-21,R1,PRD1,1700.0
2024-05-22,R1,PRD1,1563.0
2024-05-23,R1,PRD1,1461.0
2024-05-24,R1,PRD1,1523.0
2024-05-25,R1,PRD1,1678.0
2024-05-26,R1,PRD1,1763.0
2024-05-27,R1,PRD1,2088.0
2024-05-28,R1,PRD1,1682.0
2024-05-29,R1,PRD1,1268.0
2024-05-30,R1,PRD1,1401.0
2024-05-31,R1,PRD1,1485.0
2024-06-01,R1,PRD1,1811.0
2024-06-02,R1,PRD1,1887.0
2024-06-03,R1,PRD1,1866.0
2024-06-04,R1,PRD1,1394.0
2024-06-05,R1,PRD1,1361.0
2024-06-06,R1,PRD1,1100.0
2024-06-07,R1,PRD1,1319.0
2024-06-08,R1,PRD1,1804.0
2024-06-09,R1,PRD1,1630.0
2024-06-10,R1,PRD1,1551.0
2024-06-11,R1,PRD1,1466.0
2024-06-12,R1,PRD1,1403.0
2024-06-13,R1,PRD1,1155.0
2024-06-14,R1,PRD1,967.0
2024-06-15,R1,PRD1,1510.0
2024-06-16,R1,PRD1,1873.0
2024-06-17,R1,PRD1,1663.0
2024-06-18,R1,PRD1,1604.0
2024-06-19,R1,PRD1,1109.0
2024-06-20,R1,PRD1,1033.0
2024-06-21,R1,PRD1,1465.0
2024-06-22,R1,PRD1,1611.0
2024-06-23,R1,PRD1,1693.0
2024-06-24,R1,PRD1,1691.0
2024-06-25,R1,PRD1,1432.0
2024-06-26,R1,PRD1,1279.0
2024-06-27,R1,PRD1,1316.0
2024-06-28,R1,PRD1,1423.0
2024-06-29,R1,PRD1,1642.0
2024-06-30,R1,PRD1,1733.0
2024-07-01,R1,PRD1,1720.0
2024-07-02,R1,PRD1,1237.0
2024-07-03,R1,PRD1,1247.0
2024-07-04,R1,PRD1,1123.0
2024-07-05,R1,PRD1,1191.0
2024-07-06,R1,PRD1,1374.0
2024-07-07,R1,PRD1,1605.0
2024-07-08,R1,PRD1,1512.0
2024-07-09,R1,PRD1,1334.0
2024-07-10,R1,PRD1,1106.0
2024-07-11,R1,PRD1,1132.0
2024-07-12,R1,PRD1,1371.0
2024-07-13,R1,PRD1,1210.0
2024-07-14,R1,PRD1,1484.0
2024-07-15,R1,PRD1,1413.0
2024-07-16,R1,PRD1,1335.0
2024-07-17,R1,PRD1,909.0
2024-07-18,R1,PRD1,1296.0
2024-07-19,R1,PRD1,1241.0
2024-07-20,R1,PRD1,1400.0
2024-07-21,R1,PRD1,1370.0
2024-07-22,R1,PRD1,1422.0
2024-07-23,R1,PRD1,1192.0
2024-07-24,R1,PRD1,1222.0
2024-07-25,R1,PRD1,850.0
2024-07-26,R1,PRD1,1190.0
2024-07-27,R1,PRD1,1369.0
2024-07-28,R1,PRD1,1347.0
2024-07-29,R1,PRD1,1242.0
2024-07-30,R1,PRD1,1091.0
2024-07-31,R1,PRD1,1040.0
2024-08-01,R1,PRD1,761.0
2024-08-02,R1,PRD1,1257.0
2024-08-03,R1,PRD1,1198.0
2024-08-04,R1,PRD1,1340.0
2024-08-05,R1,PRD1,1302.0
2024-08-06,R1,PRD1,1028.0
2024-08-07,R1,PRD1,961.0
2024-08-08,R1,PRD1,694.0
2024-08-09,R1,PRD1,1185.0
2024-08-10,R1,PRD1,1369.0
2024-08-11,R1,PRD1,1042.0
2024-08-12,R1,PRD1,1152.0
2024-08-13,R1,PRD1,893.0
2024-08-14,R1,PRD1,922.0
2024-08-15,R1,PRD1,1031.0
2024-08-16,R1,PRD1,1184.0
2024-08-17,R1,PRD1,1335.0
2024-08-18,R1,PRD1,1416.0
2024-08-19,R1,PRD1,1138.0
2024-08-20,R1,PRD1,870.0
2024-08-21,R1,PRD1,901.0
2024-08-22,R1,PRD1,1000.0
2024-08-23,R1,PRD1,846.0
2024-08-24,R1,PRD1,1373.0
2024-08-25,R1,PRD1,1322.0
2024-08-26,R1,PRD1,1106.0
2024-08-27,R1,PRD1,901.0
2024-08-28,R1,PRD1,798.0
2024-08-29,R1,PRD1,897.0
2024-08-30,R1,PRD1,956.0
2024-08-31,R1,PRD1,1245.0
2024-09-01,R1,PRD1,1120.0
2024-09-02,R1,PRD1,1176.0
2024-09-03,R1,PRD1,970.0
2024-09-04,R1,PRD1,906.0
2024-09-05,R1,PRD1,834.0
2024-09-06,R1,PRD1,1063.0
2024-09-07,R1,PRD1,1188.0
2024-09-08,R1,PRD1,1205.0
2024-09-09,R1,PRD1,1166.0
2024-09-10,R1,PRD1,824.0
2024-09-11,R1,PRD1,896.0
2024-09-12,R1,PRD1,1022.0
2024-09-13,R1,PRD1,1015.0
2024-09-14,R1,PRD1,927.0
2024-09-15,R1,PRD1,1116.0
2024-09-16,R1,PRD1,1117.0
2024-09-17,R1,PRD1,835.0
2024-09-18,R1,PRD1,652.0
2024-09-19,R1,PRD1,795.0
2024-09-20,R1,PRD1,833.0
2024-09-21,R1,PRD1,1055.0
2024-09-22,R1,PRD1,890.0
2024-09-23,R1,PRD1,1132.0
2024-09-24,R1,PRD1,844.0
2024-09-25,R1,PRD1,970.0
2024-09-26,R1,PRD1,794.0
2024-09-27,R1,PRD1,926.0
2024-09-28,R1,PRD1,1027.0
2024-09-29,R1,PRD1,1009.0
2024-09-30,R1,PRD1,1391.0
2024-10-01,R1,PRD1,860.0
2024-10-02,R1,PRD1,972.0
2024-10-03,R1,PRD1,679.0
2024-10-04,R1,PRD1,980.0
2024-10-05,R1,PRD1,1117.0
2024-10-06,R1,PRD1,1102.0
2024-10-07,R1,PRD1,973.0
2024-10-08,R1,PRD1,894.0
2024-10-09,R1,PRD1,778.0
2024-10-10,R1,PRD1,1166.0
2024-10-11,R1,PRD1,930.0
2024-10-12,R1,PRD1,1130.0
2024-10-13,R1,PRD1,1360.0
2024-10-14,R1,PRD1,940.0
2024-10-15,R1,PRD1,944.0
2024-10-16,R1,PRD1,805.0
2024-10-17,R1,PRD1,831.0
2024-10-18,R1,PRD1,920.0
2024-10-19,R1,PRD1,970.0
2024-10-20,R1,PRD1,1155.0
2024-10-21,R1,PRD1,929.0
2024-10-22,R1,PRD1,1090.0
2024-10-23,R1,PRD1,941.0
2024-10-24,R1,PRD1,789.0
2024-10-25,R1,PRD1,899.0
2024-10-26,R1,PRD1,1128.0
2024-10-27,R1,PRD1,1039.0
2024-10-28,R1,PRD1,1347.0
2024-10-29,R1,PRD1,1022.0
2024-10-30,R1,PRD1,927.0
2024-10-31,R1,PRD1,970.0
2024-11-01,R1,PRD1,902.0
2024-11-02,R1,PRD1,1266.0
2024-11-03,R1,PRD1,1193.0
2024-11-04,R1,PRD1,1255.0
2024-11-05,R1,PRD1,970.0
2024-11-06,R1,PRD1,1077.0
2024-11-07,R1,PRD1,954.0
2024-11-08,R1,PRD1,1310.0
2024-11-09,R1,PRD1,1095.0
2024-11-10,R1,PRD1,4754.0
2024-11-11,R1,PRD1,1013.0
2024-11-12,R1,PRD1,953.0
2024-11-13,R1,PRD1,1008.0
2024-11-14,R1,PRD1,1082.0
2024-11-15,R1,PRD1,1449.0
2024-11-16,R1,PRD1,1169.0
2024-11-17,R1,PRD1,1120.0
2024-11-18,R1,PRD1,1297.0
2024-11-19,R1,PRD1,904.0
2024-11-20,R1,PRD1,1031.0
2024-11-21,R1,PRD1,888.0
2024-11-22,R1,PRD1,1104.0
2024-11-23,R1,PRD1,1373.0
2024-11-24,R1,PRD1,1277.0
2024-11-25,R1,PRD1,1364.0
2024-11-26,R1,PRD1,1218.0
2024-11-27,R1,PRD1,729.0
2024-11-28,R1,PRD1,867.0
2024-11-29,R1,PRD1,898.0
2024-11-30,R1,PRD1,1543.0
2024-12-01,R1,PRD1,1325.0
2024-12-02,R1,PRD1,1526.0
2024-12-03,R1,PRD1,912.0
2024-12-04,R1,PRD1,944.0
